貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2015-05-06 08:36:49+00:00,111515882197852_1089994991016598,,食尚玩家 updated their profile picture.,3074,20
2015-05-05 12:30:00+00:00,111515882197852_1089557334393697,"有人看到亮點嗎？
驚！
(餅小編覺得有趣???)

今天晚上十點鎖定TVBS42台 我們吳哥窟見",,3814,24
2015-05-05 10:30:00+00:00,111515882197852_1089546154394815,"阿里山日出不稀奇
_______日出讓愷樂驚呼連連~~~

請作答！",,3546,9
2015-05-05 04:36:22+00:00,111515882197852_1089442927738471,"午餐來點不一樣的吧！
有豐富的蛋白質唷！

有誰敢挑戰？

???今天晚上十點鎖定TVBS42台 我們吳哥窟見",,2897,7
2015-05-05 03:11:13+00:00,111515882197852_1089416097741154,"樂烈兩人潑水祈福?
竟然.....天降甘霖囉！

今天晚上十點鎖定TVBS42台 我們吳哥窟見???",,4196,10
2015-05-04 13:00:03+00:00,111515882197852_1089009774448453,"逼逼逼！太犯規了
草莓冰山 百元有找",,16947,133
2015-05-04 11:00:01+00:00,111515882197852_1089009077781856,"阿翔你是跟老闆娘說甚麼？
她怎麼害羞成這樣...

唉唷~歹勢啦！",,5282,4
2015-05-04 09:30:00+00:00,111515882197852_1086945127988251,"#魔力紅演唱會 門票，有哪位鄉親搶到??

還沒有搶到??!!

嘿嘿~~ 還有機會啦!! 
5/15-5/18 #台北國際婚紗博覽會，來逛就有機會搶魔力紅演唱會門票!! 
編編整理3撇步：
撇步1 : 準新人預約看展立馬抽魔力紅門票→新人都馬手氣超旺
撇步2 : 5/16現場一元競標魔力紅門票→只要你快狠準
撇步3 :【Mr. & Mrs. Chu 唇唇欲動】→將阿娜答打包帶到現場比賽親吻，看誰唇印最多，就帶走2張門票!!!!(記得5/11前預約喔)
(編編已預約了唇唇欲動說，唉唷~人家會害羞啦….>/////< )

撇步完整版→ http://www.kje.com.tw/wedding/?p=480",,652,8
2015-05-04 09:23:39+00:00,111515882197852_1088997851116312,"鄉親啊！
猜猜鋼鐵浩是在ㄅㄧˋ蝦米蚊子？？？

【今晚十點阿翔返來囉 台南必吃好滋味】",,3267,12
2015-05-04 04:54:36+00:00,111515882197852_1088914271124670,"TVBS歡樂台 42頻道台灣首播播出時間： (PM10:00)
2015.05.04(一) 
主持人：浩角翔起【阿翔返來囉 台南必吃好滋味】
2015.05.05(二)
主持人：愷樂 永烈【吳哥窟 不跟團才好玩 】 
2015.05.06(三)
主持人：黃鐙輝 子余【台北 一定要吃到！這些店到底有多紅？】
2015.05.07(四) 主持人：哈孝遠 阿諾【你怎麼在這裡?!高雄超低調美食】

今天一定要看浩角翔起 笑死我了啊！",,4830,154
2015-04-30 13:00:00+00:00,111515882197852_1086989897983774,"有人跟我們一樣喜歡童玩嗎？
死都不離開柑仔店啊啊啊啊啊~~~",,3467,4
2015-04-30 09:30:01+00:00,111515882197852_1086909047991859,"想做個專業的食尚達人，就要有說走就走的行動力!!!

食尚編今天不私藏，與大家分享出外旅遊時的首選良品。
減去繁瑣的瓶瓶罐罐，用一瓶搞定一切!!!說走就走

現在留言分享最想在明天51勞動節連假去_________踏青。
就有機會抽到「資生堂國際櫃 美透白全日明肌乳」，名額僅限一名~~~
留言速度越快、地點越特別的，機會越大唷~
活動時間:即日起~5/6 23:59 
每到假日 我要去玩耍!!! 去玩耍!!! 玩耍去....YEAH",,901,47
2015-04-29 13:00:01+00:00,111515882197852_1086313554718075,"黑皮波斯爹   哈哈哈　嘿嘿嘿　我祝你食甲兩仟三佰五六十歲~~~
外景那天是子余的生日耶！",,4675,4
2015-04-29 11:30:00+00:00,111515882197852_1086279704721460,哥追求的是一種『朦朧美』！,,5137,0
2015-04-29 06:00:01+00:00,111515882197852_1086147518068012,"甚麼?""出國通關""還要排隊?落伍了唷~像浩翔這樣~逼一下!!! 輕鬆又方便
桃園國際機場的自動通關服務，讓你跟天團一樣節省超多時間哩!!
Yeah~真的是快速又方便啦~",,8627,198
2015-04-28 12:30:01+00:00,111515882197852_1085719134777517,北海道捕捉野生企鵝?????,,13394,27
2015-04-28 11:30:01+00:00,111515882197852_1085675601448537,那個POSE不是一哥專屬的嗎????,,4734,2
2015-04-27 13:00:00+00:00,111515882197852_1084974598185304,我們的龍貓公車怎麼還沒來？,,11894,26
2015-04-26 11:05:32+00:00,111515882197852_1084084801607617,莎莎好正～正到天團都暈了～,,24608,18
2015-04-23 12:47:21+00:00,111515882197852_1081544341861663,"猜猜我們吃甚麼？
這題超難～超難～超級難～
（因為很難要說三次）
小編也是第一次看到 哇嗚...",,2582,3
2015-04-22 12:37:15+00:00,111515882197852_1080956618587102,"話說運將都知道在地美食
所以以後不知道吃甚麼問運將司機大哥就對了啦！(誤)",,2211,3
2015-04-22 10:23:40+00:00,111515882197852_1080896101926487,"想跟子余、鐙輝一起當吃貨級的食尚玩家嗎？

【小字典】：吃貨常用來形容很會吃或能吃的美食愛好者。。。

以下開放徵求吃貨級的食尚玩家來留言。。。",,1824,2
2015-04-22 10:00:01+00:00,111515882197852_1080887085260722,"號外號外!!!最後十天~限量名額報名倒數計時!!
還沒報名的朋友們，想要在360度無敵海景下享受揮灑汗水的暢快感嗎?
那就趕快跟著食尚編的腳步~大手牽小手
一起來感受北海岸『沙灘、陽光、美食』的無敵魅力吧
5/23等你來挑戰
http://bao-ming.com/eb/www/activity_content.php?activitysn=687",,2418,36
2015-04-22 04:26:54+00:00,111515882197852_1080744161941681,"今天4月22日
是「世界地球日」（earth day）！
Google 為了紀念 2015 年世界地球日，
4月22日這天特別將標誌換成旋轉的地球來紀念這一天，
全球都會舉辦活動來響應這個世界性的活動，
你會用什麼方式來改變地球的未來呢？
可以做測驗喔！
快來看看妳是甚麼樣的動物？

要跟食尚玩家一起愛地球喔！

https://www.google.com.tw/search?q=%E5%9C%B0%E7%90%83%E6%97%A5%E6%B8%AC%E9%A9%97&oi=ddle&ct=earth-day-2015-5638584300208128&hl=zh-TW",,1455,9
2015-04-21 12:00:00+00:00,111515882197852_1080214115328019,"大哥要去北海道追極光~~~~
( 就是那道光啊！)

浩子：奶粉錢難賺啊！",,12543,29
2015-04-21 11:00:01+00:00,111515882197852_1080190441997053,"在北海道驚見天鵝湖
燈燈燈燈燈~~~~
大哥美不美？",,7942,20
2015-04-21 10:00:00+00:00,111515882197852_1080168248665939,"看著寶貝們在沙灘奔跑玩樂的笑臉真是迷人~
夏天的到來，就是大人帶孩子們到沙灘挖沙尋寶的好時機~!!
((os:媽~這麼好玩妳怎麼還沒帶我去?)) 
5/23一起去北海岸吧!
http://bao-ming.com/eb/www/activity_content.php?activitysn=687&contentsn=3601",,866,6
2015-04-21 08:34:07+00:00,111515882197852_1080140318668732,有一種似曾相似的感覺?大家還記得是哪裡嗎？,,11436,15
2015-04-20 12:30:00+00:00,111515882197852_1079609095388521,"什麼？！
________也可以泡湯~~~~
永烈拿著那壺是？

想知道答案，十點可以乖乖收看食尚玩家唷！",,2145,5
2015-04-20 10:06:51+00:00,111515882197852_1079544972061600,"爆炸盛開的金黃色花朵，形成一條金光閃閃的金黃色隧道
美麗程度絕對可以媲美日本的粉紅色櫻花道。
(根本不用飛日本啊!!!!)

大家猜猜這條金黃色隧道在哪裡呢？
以下開放留言",,4365,10
2015-04-17 06:53:34+00:00,111515882197852_1077616695587761,"一個迎接周末開心的感覺 :)

昨天播的兒童新樂園
大家可以趁周末去晃晃喔！
大人小孩都可以去玩唷！",,3572,2
2015-04-16 12:00:00+00:00,111515882197852_1077101912305906,【哈珠嬤街頭寫真】，你喜歡哪張？啾咪 :),,3826,4
2015-04-16 09:59:48+00:00,111515882197852_1077057385643692,YA！這整桌全都是我的！終於不用和哈孝遠搶了！咿哈～,,13270,28
2015-04-15 10:03:06+00:00,111515882197852_1076315979051166,嘿嘿嘿嘿！南投草屯也可以這樣玩,,3417,9
2015-04-15 10:01:32+00:00,111515882197852_1076315482384549,"子余不要在家當阿宅了啦！
走啦!!!!!我們出發去南投草屯囉！",,2829,6
2015-04-14 13:00:01+00:00,111515882197852_1075836055765825,"莎女神~~~~~(吶喊~)
太辣了...流鼻血了...
想看高清版，鎖定今晚莎哈拉泰國番外篇",,5430,4
2015-04-14 11:27:39+00:00,111515882197852_1075792672436830,"莎莎、哈哈~包成這樣...
到底要去哪裡捏？",,2851,4
2015-04-14 09:57:24+00:00,111515882197852_1075747715774659,"哇塞～莎女神辣翻了！辣翻了！辣翻了！
(因為太辣了所以要說三次)",食尚玩家 is with Brad Wu.,5436,9
2015-04-14 06:00:02+00:00,111515882197852_1075681199114644,"跟著天團來到高雄七逃~是不是灰常意猶未盡吶~
主辦單位這次也是來好禮報乎你哉啦~
沒有主持人的衣服，也有包包要送給大家唷~
還等什麼?趕快去搶吧~↓↓↓
http://tbltw.waveo.com/fot/sswjtv

遊戲規則是這樣的唷>> 完成Timberland好友卡註冊，就有機會抽Timberland 春夏新款多功能收納後背包(市價2900), 共有10名喔!!還可獲得好友禮NT$500商品抵用券！
**只要註冊耶~會不會太簡單啦 ~~",,3475,14
2015-04-13 11:46:38+00:00,111515882197852_1075191532496944,"什麼？沒行程.....
天團根本沒再怕！.
出外靠朋友就對了啦！

猜猜小胖帶天團去吃什麼哩哩哩哩？？？",,6262,9
2015-04-13 10:30:00+00:00,111515882197852_1075162849166479,"人客阿~今天晚上我們要去阿公店~
(梧係阿公a店唷~是阿公店水庫拉~~~)
跟著浩翔的大腳步~前進鐵馬踏青之旅YO ~
逗陣來吃吃喝喝囉~
注意看！噗嚨共天團今天打扮很不一樣喔！
特別～特別的～___ ___ ___ ___ ___!!! 
以下開放大家回答啦～看完告訴我，請大家鎖定今晚的精彩節目喔!",,7224,50
2015-04-09 13:40:00+00:00,111515882197852_1072573289425435,"聽說今晚似乎有贈獎活動
太棒了吧！

但是要看電視，才知道題目唷！
那還不趕快打開你家電視",,2084,6
2015-04-09 10:56:29+00:00,111515882197852_1072511299431634,"聽說...鞭炮丟高高 
今年運勢會嚇嚇叫!!!
<六堆尖炮城> 
快來看151和哈孝遠誰丟的高?

嘿嘿嘿嘿~~~~",,2330,4
2015-04-08 09:26:40+00:00,111515882197852_1071911499491614,"天殺的!!!!
到底是甚麼台中美食???

不管~不管~(流口水 流口水)
一定要吃到！就算排隊也甘願！",,2748,20
2015-04-07 14:45:23+00:00,111515882197852_1071377412878356,"一哥超帥！

喇叭鎖～喇叭鎖～",,4210,16
2015-04-07 14:33:15+00:00,111515882197852_1071371092878988,"韓國攝影師.......

喇叭鎖～喇叭鎖～",,5637,7
2015-04-07 01:52:39+00:00,111515882197852_1071056302910467,"夏天來囉~跟著編編的腳步一起到北海岸吹吹海風，這回啊 ~還可以參加健康的路跑活動唷!! 親愛的你們~還在等什麼?
這次是史上第一次開放的路跑地點！『不能說的秘密電影木棧道』緊接著呢還有『賽後補給超好吃石門肉粽以及在地特色冰棒』~
北海岸真的是一個好吃好玩又放鬆的好地方，假日帶全家人來趟輕旅行『首選』

▲ 活動日期：2015年5月23日(星期六)
▲ 路跑地點：新北市北海岸地區
▲ 活動時間：AM7:30-11:30(08:10起跑)
▲ 官網：伊貝特報名網　
http://bao-ming.com/eb/www/reg.php?activitysn=687",,5108,42
2015-04-06 13:00:35+00:00,111515882197852_1070725809610183,莎樂表示：Love u all ！所以10:00要打開電視看食尚玩家喔！,,5550,13
2015-04-06 04:38:04+00:00,111515882197852_1070521882963909,夏天好像要來了ㄋㄟ～今天莎樂要帶大家吃啥好料～,,6096,15
2015-04-05 05:13:32+00:00,111515882197852_1069851823030915,下星期二要跟天團繼續去首爾喇叭鎖喇叭鎖～,,7948,20
2015-04-04 05:21:58+00:00,111515882197852_1069191469763617,那是一哥的腳嗎？這麼軟Q~(話說大哥臉上怎麼髒髒的）,,5129,5
2015-03-31 13:07:04+00:00,111515882197852_1066798943336203,天團表示：嗯~~~等一下十點要記得看節目喔~~(撒嬌) 還有要送東西喔！,,6715,28
2015-03-31 10:00:26+00:00,111515882197852_1066693510013413,22k花不完怎麼辦 好煩惱喔！（大哥os:可以買一瓶酒給我喝嗎！）,,7233,30
2015-03-31 03:53:19+00:00,111515882197852_1066596290023135,一哥被韓妞包圍啦!!!只能說人帥真好 (後面那位........吃味喔),,9318,13
2015-03-30 13:10:35+00:00,111515882197852_1066198950062869,十點跟著莎莎永烈一起航向偉大的航道吧！不見不散啊,,11849,92
2015-03-30 06:48:04+00:00,111515882197852_1066051930077571,今天莎莎值班喔～帶大家去台中！（人生就該看些美麗的事物）,,15664,44
2015-03-29 12:47:49+00:00,111515882197852_1065605530122211,霸氣外露！最近韓國流行這樣吃海鮮！（天團正常拍照有點不習慣）,,15088,87
2015-03-27 10:02:44+00:00,111515882197852_1064338023582295,準備好接受第二發了嗎！祝大家週末愉快～（是誰要被治療啊?搔頭）,,15818,208
2015-03-20 09:30:00+00:00,111515882197852_1060031814012916,"哎呀呀~~
上班上到很期待放假嗎?
來來來~
3/26-3/29春季最大國際旅展來囉!!
大家最想去旅展搶??_____________??

旅展詳情資訊
http://stf.kje-event.com.tw/booking2.html",,1259,15
2015-03-19 10:44:48+00:00,111515882197852_1059435917405839,這兩個說要坐火車吃好料，坐到了碇內站?! 有人知道它在哪裡嗎??,,5797,25
2015-03-18 10:30:01+00:00,111515882197852_1058878127461618,"少女心要滿出來了啦～!
(今晚要帶你們尋找高雄的夜間部美食唷)",,5264,28
2015-03-17 10:30:01+00:00,111515882197852_1058303137519117,今晚只要22K就能到馬來西亞享受五星級的Everything,,6065,7
2015-03-16 10:30:01+00:00,111515882197852_1057701610912603,"今晚要到苗栗來趟咚好食小旅行！
(所以到底...誰是爸爸誰是媽媽？)",,7595,9
2015-03-15 07:30:00+00:00,111515882197852_1056941104321987,果然男人的面子就是一切...,,4126,10
2015-03-13 09:30:00+00:00,111515882197852_1055778234438274,世界前三大夕陽美景～22K出國就能看得到！,,4841,11
2015-03-11 10:31:06+00:00,111515882197852_1054599794556118,今晚美食太誘人！有人等不及要開動了啦！,,5658,3
2015-03-10 12:30:01+00:00,111515882197852_1054138847935546,"美女與______！
(我不好意思說...)",,5348,2
2015-03-10 12:25:31+00:00,111515882197852_1054135511269213,給壁咚??嗎？,,9599,2
2015-03-10 11:00:01+00:00,111515882197852_1054100557939375,泰國這地方根本是女人的天堂，男人付錢的地方...,,10103,34
2015-03-10 09:30:01+00:00,111515882197852_1054075291275235,今晚食尚總舖師泰國番外篇！到底誰會勝出呢？,,4527,2
2015-03-09 03:10:17+00:00,111515882197852_1053408074675290,"果然帥哥都有幾分相像～
生日仍然在國外出外景工作，真的非常敬業！
祝福一哥生日快樂、天天幸福Happy、永遠都這麼緣投！！",,22535,24
2015-03-08 07:30:01+00:00,111515882197852_1052878138061617,食尚總舖師泰國番外篇,,6575,13
2015-03-07 07:39:47+00:00,111515882197852_1052325574783540,泰國雜貨店好好買，看見什麼買什麼！,,12593,18
2015-03-06 09:30:00+00:00,111515882197852_1051764088173022,這是種泰國嘻哈的Style,,6869,11
2015-03-05 11:16:06+00:00,111515882197852_1051290074887090,"正港男人要有氣魄！還要懂得吃～
今晚到高雄，告訴你查埔郎到底艾呷蝦秘！",,3693,7
2015-03-04 11:30:01+00:00,111515882197852_1050760194940078,果然有妹陪吃就是不一樣....,,4617,9
2015-03-03 12:30:00+00:00,111515882197852_1050226384993459,人客啊～你們叫得出這甜點名字嗎？,,5691,2
2015-03-03 09:30:00+00:00,111515882197852_1050168144999283,這家下午茶很有名！沒吃過別說你來過曼谷...,,10103,26
2015-03-02 12:30:01+00:00,111515882197852_1049707161712048,"穿這樣..真的很不一樣餒！
今晚要帶你們去吃最潮美食啦～",,5345,3
2015-03-02 09:30:01+00:00,111515882197852_1049643085051789,"今晚帶你們去吃最潮美食，這真的不是賣滑板的啦....
(這家店到藏什麼好料...哩甘哉？)",,5279,7
2015-02-27 11:30:01+00:00,111515882197852_1047837691898995,2015最新提臀招術！,,5531,14
2015-02-27 09:30:00+00:00,111515882197852_1047784708570960,22K出國去！全新組合：哈莎哈啦,,8774,7
2015-02-24 13:00:00+00:00,111515882197852_1046141412068623,這雪景...是在拍偶像劇嘛？,,8508,6
2015-02-23 13:30:01+00:00,111515882197852_1045501842132580,拿了紅包錢，馬上去吃宜蘭隱藏版美味甜點！,,9144,16
2015-02-23 12:30:00+00:00,111515882197852_1045478542134910,"看到這景象...只想問年假是否能再多一點？！

今天2/23(一)晚上10點，帶你們吃爽爽～
還要介紹夢幻莊園給你們！",,7186,13
2015-02-23 10:30:01+00:00,111515882197852_1045432375472860,"聽說這一家澎派到天團幾乎都得站著吃...

到底有多澎派？今天2/23(一)晚上10點你們準時收看就知道了...",,8831,32
2015-02-23 09:00:00+00:00,111515882197852_1045407518808679,"一哥帥氣招牌Pose！這真的不 是 在 歐 洲！
今天2/23(一)晚上10點帶你們到宜蘭踏入這夢幻地帶～",,7718,10
2015-02-23 07:00:01+00:00,111515882197852_1045375235478574,"要收假了～天團帶你們關心一下星座運勢！

今天2/23(一)晚上10點要帶你們到宜蘭
讓你們不出國就能彷彿置身歐洲哦～",食尚玩家 is with Kaiip Chan.,7705,42
2015-02-23 04:45:15+00:00,111515882197852_1045230728826358,"瘋人浩模式再現！！

今天初五準備要收心，是否心有不甘？
自己的年假自己救！今天2/23(一)晚上10點帶你們去吃超豐盛好料～你們要好好把握啊！",,7339,9
2015-02-18 10:00:01+00:00,111515882197852_1042448835771214,"《ㄨㄚ係總舖師Again》食尚年菜大PK

看這樣子....大事不妙了!!!!!

今晚2/18(三)晚上10點超緊張刺激又美味的「ㄨㄚ係總舖師Again」
還有線上直播喔！線上直播網址
>>http://vip.tvbs.com.tw/project/tvbs_g/activity/2015newyear/03.html
或在YouTube 上搜尋TVBS頻道，點選影音直播，下載TVBS APP都可以看得到喔！",,2592,3
2015-02-18 08:00:00+00:00,111515882197852_1042388199110611,"《ㄨㄚ係總舖師Again》食尚年菜大PK

這是你們做的？騙人的吧！！確定沒叫外送？？

今晚2/18(三)晚上10點超緊張刺激又美味的「ㄨㄚ係總舖師Again」還有線上直播喔！
>>http://vip.tvbs.com.tw/project/tvbs_g/activity/2015newyear/03.html
或在YouTube 上搜尋TVBS頻道，點選影音直播，下載TVBS APP都可以看得到喔！",,2570,3
2015-02-16 12:47:14+00:00,111515882197852_1041295695886528,"食尚玩家 春節不特別節目播出時間表，網路手機都能同步收看喔！

線上直播網址
>>http://vip.tvbs.com.tw/project/tvbs_g/activity/2015newyear/index.html
或在YouTube 上搜尋TVBS頻道，點選影音直播，下載TVBS APP都可以看得到喔！",,1316,17
2015-02-16 11:35:41+00:00,111515882197852_1041273325888765,"看起來好像都很厲害嘛....！你們覺得誰是真正運動家咧？

今晚過年不特別節目『食尚運動會』也有線上直播喔！
線上直播網址
>>http://vip.tvbs.com.tw/project/tvbs_g/activity/2015newyear/index.html
或在YouTube 上搜尋TVBS頻道，點選影音直播，下載TVBS APP都可以看得到喔！",,2904,11
2015-02-16 10:30:01+00:00,111515882197852_1041249575891140,"為了健康，恁丟卡忍耐....

今晚「食尚運動會」也在TVBS官網上爆笑【線上直播】噢！
線上直播
>>http://vip.tvbs.com.tw/project/tvbs_g/activity/2015newyear/index.html",,2647,4
2015-02-15 07:30:02+00:00,111515882197852_1040218059327625,"唉唷～食尚運動會怎麼會....玩這麼大？

下禮拜一開始的過年不特別節目
我們也會在TVBS官網當中線上直播喔！！
>>http://vip.tvbs.com.tw/project/tvbs_g/activity/2015newyear/index.html",,4422,9
2015-02-14 07:30:01+00:00,111515882197852_1039619006054197,"2/16-2/17的過年不特別節目將舉辦『食尚運動會』啦！
我們也會在TVBS官網當中線上直播喔！！
線上直播網址
>>http://vip.tvbs.com.tw/project/tvbs_g/activity/2015newyear/index.html",,3694,9
2015-02-13 11:48:17+00:00,111515882197852_1039149719434459,"下禮拜一開始過年不特別節目啦！大家要準時鎖定喔！真的很好笑！

我們也會在TVBS官網當中線上直播喔！！
線上直播網址
>>http://vip.tvbs.com.tw/project/tvbs_g/activity/2015newyear/index.html",食尚玩家 updated their cover photo.,5776,13
2015-02-12 10:30:01+00:00,111515882197852_1038550642827700,"今晚雲嘉南各種神秘美食X檔案
不恐怖！只是很美味～沒在跟你公升糗！　",,4081,9
2015-02-12 06:00:00+00:00,111515882197852_1038480862834678,"[食尚報馬仔]
甜蜜蜜~你笑的甜蜜蜜~
根據食尚線民應該算可靠的消息指出: 明天下午13:30 @桃園機場第一航廈出境大廳6號櫃檯旁, 會有甜蜜桃機情人節活動-> 有巧克力吃、有玫瑰花可以拿、現場還有LIVE Band可以點歌。
有情人, 沒情人,情人節這樣過就對了啦!!!",,879,10
2015-02-11 12:30:01+00:00,111515882197852_1038113099538121,連兩個大男生都抵擋不了的摩天輪～,,5474,2
2015-02-11 11:30:00+00:00,111515882197852_1038088952873869,吼！出國到日本，還不忘....,,6666,2
2015-02-10 11:30:00+00:00,111515882197852_1037456312937133,今晚也要到浪漫之都「巴黎」,,13387,21
2015-02-10 09:30:00+00:00,111515882197852_1037414162941348,"超""莎""女的異想世界！你們說是不是很像阿？",,16139,13
2015-02-10 06:04:49+00:00,111515882197852_1037363086279789,到了夢幻的水都「威尼斯」！心情都美麗了～,,13460,25
2015-02-09 10:29:04+00:00,111515882197852_1036890542993710,難道又是品酒大會again…?,,7422,9
2015-02-07 07:30:01+00:00,111515882197852_1035679823114782,"這背影！是誰這麼有愛？
(但貓似乎不領情..仍自顧優雅的漫步)",,5267,6
2015-02-06 10:30:00+00:00,111515882197852_1035159149833516,"都快分不清是夜景美還是人美了！
人客啊～你們覺得呢？",,10969,11
2015-02-05 10:30:01+00:00,111515882197852_1034647933217971,這麼大粒的湯包！？誰能抗拒的了！,,5948,11
2015-02-04 13:00:01+00:00,111515882197852_1034195736596524,滑雪這件事...不是一朝一夕可以學會的！,,5081,13
2015-02-03 06:30:01+00:00,111515882197852_1033528253329939,"在家當跪婦...出國一定要當貴婦！
超高級下午茶非它莫屬！",,6439,10
2015-02-02 10:25:27+00:00,111515882197852_1033053686710729,老闆～！這肉我要了！！！,,8498,7
2015-02-01 07:30:01+00:00,111515882197852_1032307773451987,2015最新的時尚Pose，現在為你示範！,,7690,6
2015-01-31 07:30:01+00:00,111515882197852_1031533836862714,"鄉親啊～這是學哪部經典電影呢？
應該不難猜吧..！",,14186,20
2015-01-28 06:48:40+00:00,111515882197852_1028906077125490,"由於提供資料的人不多，
所以主辦單位再公布一次得獎名單
請大家特別留意，如果有自己朋友在上面的
也可以互相提醒一下唷 ~
 
o將o將o將o將~
這趟和天團的趴趴走之旅是不是還意猶未盡呢 ?
但是還是要來公布一下中獎的名單囉 ~~　
 眼睛睜大了～看看　你的名字是不是在下面呢　？

Tony Tsai、Vincent Cheng
簡小芳、張子莉、陳婉瑩
 許雅琪、Wei Chen、陳妏瑜
Yichen Li、林佳美
以上獲得　Zoe隨行杯

 何鴻緯、陳怡瑄、Joyce Weng
 Toria LU、Ryan Fang
 Sophie Liu、詹鎧鴻、林岑
Hsing Chiao、張淑貴
 以上獲得　Zoe帆布袋

Silka Chen、Etad Chen
吳淑鈮、吳冠緯、唐棠
Hank Hong、劉文媛
 洪佳妤、蔡曜丞、Chi Hsin Yen
以上獲得Zoe紙膠帶+Zoe資料夾

Clark Chang、林明緯
Cheryl Wang、張雅婷
 蔡懶懶、林岑、銨璘曹
 蔡佳玲、許惠玲、家郝郭
 以上獲得Zoe隨身碟(16GB)

 Eric Han、楊淑惠、洪志安
Vicky Liu、Yunyou Chen
 Yang Tzeno、蔡亞?
 伊茜茜、林倢?、蕭建良
 以上獲得Zoe T-Shirt

請以上得獎者請於2015/02/03(二)中午12點前將領獎資料寄至 tvbsmkt@tvbs.com.tw
主旨註明得獎商品【天團贈獎_Zoe_______(贈品名)】
 回覆收件人姓名、地址(限台澎金馬地區)、電話、FB帳號
 請得獎者在本篇PO文下用得獎帳號留言告知收件資料已寄出，以確認身分。
 回覆不完整或逾時者將視為自動棄權且不另行遞補
 注意事項：主辦單位不會另做個人通知，僅於粉絲頁上露出得獎名單，所以有朋友得獎的也幫忙互相提醒對方唷~
 **TVBS保留解釋、修改及暫停本活動之權利",,1541,2
2015-01-27 10:30:01+00:00,111515882197852_1028421487173949,感覺這瓶應該在大哥手上才對........,,6099,7
2015-01-27 07:15:42+00:00,111515882197852_1028354683847296,這麼大～～的反應！莎莎到底洗跨丟瞎秘咧？,,4815,2
2015-01-27 04:31:01+00:00,111515882197852_1028323647183733,"在俄羅斯竟然能吃到這似曾相識的家常菜...而且超平價..(灑淚)
你們猜得到是甚麼嗎?",,5413,3
2015-01-26 11:54:28+00:00,111515882197852_1027875543895210,ㄧ哥這是烤香腸還是烤手呢…?,,7354,6
2015-01-26 10:40:11+00:00,111515882197852_1027846917231406,"水質金架透清涼～
看瘋人浩表情哩丟哉…",,8049,9
2015-01-24 07:30:01+00:00,111515882197852_1026527234030041,"誰說俄羅絲很多金絲貓的，你看看....
(人客啊～你們覺得誰最美？)",,5698,3
2015-01-23 05:07:31+00:00,111515882197852_1025905544092210,"不准笑！來到這國家…臉就是要這麼臭！
你們知道是哪嗎…？",,10601,14
2015-01-21 10:30:00+00:00,111515882197852_1024979740851457,"很有戲的兩隻........
這互動究竟是愛是恨，還是....?",,3250,4
2015-01-21 05:09:23+00:00,111515882197852_1024887730860658,"Everybody照過來～
你們是否心急想抽限量小本本和巴黎來回機票呢！？
免緊張～～我們都有預告說""""要看完五集""""再回答喔！

我們將會在【歐洲88888 聖誕嘻華行】""""最後一集""""
節目播出結束後，在FB跟大家說要在哪裡留言回答參加抽獎！

所以請大家緊盯我們節目，將答案筆記起來～
最後一集播出完畢後，再來FB注意回答題目的入口
po上答案就好囉！
(莎烈在這請各位鄉親配合～甘溫哪！)",,3402,7
2015-01-20 13:00:00+00:00,111515882197852_1024466554236109,"歐洲88888玩五大國六大城市～不是夢！
(法蘭克福 美茵橋 就水ㄟ！別忘了仔細看節目..我們有好康唷！)",,6409,28
2015-01-20 11:30:01+00:00,111515882197852_1024430134239751,冬天取暖的新方式！,,5446,2
2015-01-20 10:30:00+00:00,111515882197852_1024410414241723,"o將o將o將o將~
這趟和天團的趴趴走之旅是不是還意猶未盡呢 ?
但是還是要來公布一下中獎的名單囉 ~~　
眼睛睜大了～看看　你的名字是不是在下面呢　？

Tony Tsai、Vincent Cheng
簡小芳、張子莉、陳婉瑩
許雅琪、Wei Chen、陳妏瑜
Yichen Li、林佳美
以上獲得　Zoe隨行杯

何鴻緯、陳怡瑄、Joyce Weng
Toria LU、Ryan Fang
Sophie Liu、詹鎧鴻、林岑
Hsing Chiao、張淑貴
以上獲得　Zoe帆布袋

Silka Chen、Etad Chen
吳淑鈮、吳冠緯、唐棠
Hank Hong、劉文媛
洪佳妤、蔡曜丞、Chi Hsin Yen
以上獲得Zoe紙膠帶+Zoe資料夾

Clark Chang、林明緯
Cheryl Wang、張雅婷
蔡懶懶、林岑、銨璘曹
蔡佳玲、許惠玲、家郝郭
以上獲得Zoe隨身碟(16GB)

Eric Han、楊淑惠、洪志安
Vicky Liu、Yunyou Chen
Yang Tzeno、蔡亞?
伊茜茜、林倢?、蕭建良
以上獲得Zoe T-Shirt

請以上得獎者請於2015/01/27(二)中午12點前將領獎資料寄至 tvbsmkt@tvbs.com.tw
主旨註明得獎商品【天團贈獎_Zoe_______(贈品名)】
回覆收件人姓名、地址(限台澎金馬地區)、電話、FB帳號
請得獎者在本篇PO文下用得獎帳號留言告知收件資料已寄出，以確認身分。
回覆不完整或逾時者將視為自動棄權且不另行遞補
注意事項：主辦單位不會另做個人通知，僅於粉絲頁上露出得獎名單，所以有朋友得獎的也幫忙互相提醒對方唷~
**TVBS保留解釋、修改及暫停本活動之權利",,1568,0
