CITY,DISTRICT,GEOCODE,DAY,TIME,T,Wx
臺北市,大安區,6300300,2018-07-18,21:00:00,30,晴
臺北市,大安區,6300300,2018-07-19,00:00:00,29,晴
臺北市,大安區,6300300,2018-07-19,03:00:00,28,晴
臺北市,大安區,6300300,2018-07-19,06:00:00,27,晴
臺北市,大安區,6300300,2018-07-19,09:00:00,31,晴
臺北市,內湖區,6301000,2018-07-16,12:00:00,33,短暫陣雨
臺北市,內湖區,6301000,2018-07-16,15:00:00,32,短暫陣雨
臺北市,內湖區,6301000,2018-07-16,18:00:00,31,晴
臺北市,內湖區,6301000,2018-07-16,21:00:00,29,晴
臺北市,內湖區,6301000,2018-07-17,00:00:00,29,短暫陣雨
臺北市,內湖區,6301000,2018-07-17,03:00:00,28,短暫陣雨
臺北市,內湖區,6301000,2018-07-17,06:00:00,28,晴
臺北市,內湖區,6301000,2018-07-17,09:00:00,31,多雲
臺北市,內湖區,6301000,2018-07-17,12:00:00,34,多雲
臺北市,內湖區,6301000,2018-07-17,15:00:00,33,晴
臺北市,內湖區,6301000,2018-07-17,18:00:00,31,晴
臺北市,內湖區,6301000,2018-07-17,21:00:00,29,晴
臺北市,內湖區,6301000,2018-07-18,00:00:00,28,晴
臺北市,內湖區,6301000,2018-07-18,03:00:00,28,晴
臺北市,內湖區,6301000,2018-07-18,06:00:00,27,晴
臺北市,內湖區,6301000,2018-07-18,09:00:00,31,晴
臺北市,內湖區,6301000,2018-07-18,12:00:00,34,晴
臺北市,內湖區,6301000,2018-07-18,15:00:00,33,晴
臺北市,內湖區,6301000,2018-07-18,18:00:00,31,晴
臺北市,內湖區,6301000,2018-07-18,21:00:00,29,晴
臺北市,內湖區,6301000,2018-07-19,00:00:00,28,晴
臺北市,內湖區,6301000,2018-07-19,03:00:00,27,晴
臺北市,內湖區,6301000,2018-07-19,06:00:00,27,晴
臺北市,內湖區,6301000,2018-07-19,09:00:00,31,多雲
臺北市,大同區,6300600,2018-07-16,12:00:00,33,晴
臺北市,大同區,6300600,2018-07-16,15:00:00,33,晴
臺北市,大同區,6300600,2018-07-16,18:00:00,31,晴
臺北市,大同區,6300600,2018-07-16,21:00:00,30,晴
臺北市,大同區,6300600,2018-07-17,00:00:00,30,晴
臺北市,大同區,6300600,2018-07-17,03:00:00,29,多雲
臺北市,大同區,6300600,2018-07-17,06:00:00,28,晴
臺北市,大同區,6300600,2018-07-17,09:00:00,31,晴
臺北市,大同區,6300600,2018-07-17,12:00:00,34,多雲
臺北市,大同區,6300600,2018-07-17,15:00:00,33,晴
臺北市,大同區,6300600,2018-07-17,18:00:00,31,晴
臺北市,大同區,6300600,2018-07-17,21:00:00,30,晴
臺北市,大同區,6300600,2018-07-18,00:00:00,29,晴
臺北市,大同區,6300600,2018-07-18,03:00:00,28,晴
臺北市,大同區,6300600,2018-07-18,06:00:00,28,晴
臺北市,大同區,6300600,2018-07-18,09:00:00,31,晴
臺北市,大同區,6300600,2018-07-18,12:00:00,34,晴
臺北市,大同區,6300600,2018-07-18,15:00:00,33,晴
臺北市,大同區,6300600,2018-07-18,18:00:00,31,晴
臺北市,大同區,6300600,2018-07-18,21:00:00,30,晴
臺北市,大同區,6300600,2018-07-19,00:00:00,29,晴
臺北市,大同區,6300600,2018-07-19,03:00:00,28,晴
臺北市,大同區,6300600,2018-07-19,06:00:00,28,晴
臺北市,大同區,6300600,2018-07-19,09:00:00,31,晴
臺北市,文山區,6300800,2018-07-16,12:00:00,32,短暫陣雨
臺北市,文山區,6300800,2018-07-16,15:00:00,31,短暫陣雨
臺北市,文山區,6300800,2018-07-16,18:00:00,29,短暫陣雨
臺北市,文山區,6300800,2018-07-16,21:00:00,28,多雲
臺北市,文山區,6300800,2018-07-17,00:00:00,27,短暫陣雨
臺北市,文山區,6300800,2018-07-17,03:00:00,26,短暫陣雨
臺北市,文山區,6300800,2018-07-17,06:00:00,26,晴
臺北市,文山區,6300800,2018-07-17,09:00:00,30,多雲
臺北市,文山區,6300800,2018-07-17,12:00:00,33,多雲
臺北市,文山區,6300800,2018-07-17,15:00:00,32,晴
臺北市,文山區,6300800,2018-07-17,18:00:00,29,晴
臺北市,文山區,6300800,2018-07-17,21:00:00,27,晴
臺北市,文山區,6300800,2018-07-18,00:00:00,26,晴
臺北市,文山區,6300800,2018-07-18,03:00:00,26,晴
臺北市,文山區,6300800,2018-07-18,06:00:00,25,晴
臺北市,文山區,6300800,2018-07-18,09:00:00,29,晴
臺北市,文山區,6300800,2018-07-18,12:00:00,32,晴
臺北市,文山區,6300800,2018-07-18,15:00:00,31,晴
臺北市,文山區,6300800,2018-07-18,18:00:00,29,晴
臺北市,文山區,6300800,2018-07-18,21:00:00,27,晴
臺北市,文山區,6300800,2018-07-19,00:00:00,26,晴
臺北市,文山區,6300800,2018-07-19,03:00:00,26,晴
臺北市,文山區,6300800,2018-07-19,06:00:00,25,晴
臺北市,文山區,6300800,2018-07-19,09:00:00,29,晴
臺北市,士林區,6301100,2018-07-16,12:00:00,33,晴
臺北市,士林區,6301100,2018-07-16,15:00:00,32,短暫陣雨
臺北市,士林區,6301100,2018-07-16,18:00:00,31,晴
臺北市,士林區,6301100,2018-07-16,21:00:00,30,晴
臺北市,士林區,6301100,2018-07-17,00:00:00,29,晴
臺北市,士林區,6301100,2018-07-17,03:00:00,28,短暫陣雨
臺北市,士林區,6301100,2018-07-17,06:00:00,28,晴
臺北市,士林區,6301100,2018-07-17,09:00:00,31,晴
臺北市,士林區,6301100,2018-07-17,12:00:00,33,多雲
臺北市,士林區,6301100,2018-07-17,15:00:00,32,晴
臺北市,士林區,6301100,2018-07-17,18:00:00,31,晴
臺北市,士林區,6301100,2018-07-17,21:00:00,29,晴
臺北市,士林區,6301100,2018-07-18,00:00:00,29,晴
臺北市,士林區,6301100,2018-07-18,03:00:00,28,晴
臺北市,士林區,6301100,2018-07-18,06:00:00,28,晴
臺北市,士林區,6301100,2018-07-18,09:00:00,31,晴
臺北市,士林區,6301100,2018-07-18,12:00:00,33,晴
臺北市,士林區,6301100,2018-07-18,15:00:00,32,晴
臺北市,士林區,6301100,2018-07-18,18:00:00,30,晴
臺北市,士林區,6301100,2018-07-18,21:00:00,29,晴
臺北市,士林區,6301100,2018-07-19,00:00:00,28,晴
臺北市,士林區,6301100,2018-07-19,03:00:00,28,晴
臺北市,士林區,6301100,2018-07-19,06:00:00,27,晴
臺北市,士林區,6301100,2018-07-19,09:00:00,30,晴
臺北市,松山區,6300100,2018-07-16,12:00:00,33,短暫陣雨
臺北市,松山區,6300100,2018-07-16,15:00:00,32,短暫陣雨
臺北市,松山區,6300100,2018-07-16,18:00:00,31,晴
臺北市,松山區,6300100,2018-07-16,21:00:00,29,晴
臺北市,松山區,6300100,2018-07-17,00:00:00,29,短暫陣雨
臺北市,松山區,6300100,2018-07-17,03:00:00,28,短暫陣雨
臺北市,松山區,6300100,2018-07-17,06:00:00,28,晴
臺北市,松山區,6300100,2018-07-17,09:00:00,31,多雲
臺北市,松山區,6300100,2018-07-17,12:00:00,34,多雲
臺北市,松山區,6300100,2018-07-17,15:00:00,33,晴
臺北市,松山區,6300100,2018-07-17,18:00:00,31,晴
臺北市,松山區,6300100,2018-07-17,21:00:00,29,晴
臺北市,松山區,6300100,2018-07-18,00:00:00,28,晴
臺北市,松山區,6300100,2018-07-18,03:00:00,28,晴
臺北市,松山區,6300100,2018-07-18,06:00:00,27,晴
臺北市,松山區,6300100,2018-07-18,09:00:00,31,晴
臺北市,松山區,6300100,2018-07-18,12:00:00,34,晴
臺北市,松山區,6300100,2018-07-18,15:00:00,33,晴
臺北市,松山區,6300100,2018-07-18,18:00:00,31,晴
臺北市,松山區,6300100,2018-07-18,21:00:00,29,晴
臺北市,松山區,6300100,2018-07-19,00:00:00,28,晴
臺北市,松山區,6300100,2018-07-19,03:00:00,27,晴
臺北市,松山區,6300100,2018-07-19,06:00:00,27,晴
臺北市,松山區,6300100,2018-07-19,09:00:00,31,多雲
臺北市,萬華區,6300700,2018-07-16,12:00:00,34,晴
臺北市,萬華區,6300700,2018-07-16,15:00:00,33,晴
臺北市,萬華區,6300700,2018-07-16,18:00:00,31,晴
臺北市,萬華區,6300700,2018-07-16,21:00:00,30,晴
臺北市,萬華區,6300700,2018-07-17,00:00:00,29,晴
臺北市,萬華區,6300700,2018-07-17,03:00:00,28,多雲
臺北市,萬華區,6300700,2018-07-17,06:00:00,28,晴
臺北市,萬華區,6300700,2018-07-17,09:00:00,31,晴
臺北市,萬華區,6300700,2018-07-17,12:00:00,34,多雲
臺北市,萬華區,6300700,2018-07-17,15:00:00,34,晴
臺北市,萬華區,6300700,2018-07-17,18:00:00,31,晴
臺北市,萬華區,6300700,2018-07-17,21:00:00,30,晴
臺北市,萬華區,6300700,2018-07-18,00:00:00,29,晴
臺北市,萬華區,6300700,2018-07-18,03:00:00,28,晴
臺北市,萬華區,6300700,2018-07-18,06:00:00,27,晴
臺北市,萬華區,6300700,2018-07-18,09:00:00,31,晴
臺北市,萬華區,6300700,2018-07-18,12:00:00,35,晴
臺北市,萬華區,6300700,2018-07-18,15:00:00,34,晴
臺北市,萬華區,6300700,2018-07-18,18:00:00,31,晴
臺北市,萬華區,6300700,2018-07-18,21:00:00,30,晴
臺北市,萬華區,6300700,2018-07-19,00:00:00,29,晴
臺北市,萬華區,6300700,2018-07-19,03:00:00,28,晴
臺北市,萬華區,6300700,2018-07-19,06:00:00,27,晴
臺北市,萬華區,6300700,2018-07-19,09:00:00,31,晴
臺北市,中正區,6300500,2018-07-16,12:00:00,34,晴
臺北市,中正區,6300500,2018-07-16,15:00:00,33,晴
臺北市,中正區,6300500,2018-07-16,18:00:00,31,晴
臺北市,中正區,6300500,2018-07-16,21:00:00,30,晴
臺北市,中正區,6300500,2018-07-17,00:00:00,29,晴
臺北市,中正區,6300500,2018-07-17,03:00:00,28,多雲
臺北市,中正區,6300500,2018-07-17,06:00:00,28,晴
臺北市,中正區,6300500,2018-07-17,09:00:00,31,晴
臺北市,中正區,6300500,2018-07-17,12:00:00,34,多雲
臺北市,中正區,6300500,2018-07-17,15:00:00,34,晴
臺北市,中正區,6300500,2018-07-17,18:00:00,31,晴
臺北市,中正區,6300500,2018-07-17,21:00:00,30,晴
臺北市,中正區,6300500,2018-07-18,00:00:00,29,晴
臺北市,中正區,6300500,2018-07-18,03:00:00,28,晴
臺北市,中正區,6300500,2018-07-18,06:00:00,27,晴
臺北市,中正區,6300500,2018-07-18,09:00:00,31,晴
臺北市,中正區,6300500,2018-07-18,12:00:00,35,晴
臺北市,中正區,6300500,2018-07-18,15:00:00,34,晴
臺北市,中正區,6300500,2018-07-18,18:00:00,31,晴
臺北市,中正區,6300500,2018-07-18,21:00:00,30,晴
臺北市,中正區,6300500,2018-07-19,00:00:00,29,晴
臺北市,中正區,6300500,2018-07-19,03:00:00,28,晴
臺北市,中正區,6300500,2018-07-19,06:00:00,27,晴
臺北市,中正區,6300500,2018-07-19,09:00:00,31,晴
臺北市,信義區,6300200,2018-07-16,12:00:00,33,短暫陣雨
臺北市,信義區,6300200,2018-07-16,15:00:00,32,短暫陣雨
臺北市,信義區,6300200,2018-07-16,18:00:00,30,短暫陣雨
臺北市,信義區,6300200,2018-07-16,21:00:00,29,晴
臺北市,信義區,6300200,2018-07-17,00:00:00,28,短暫陣雨
臺北市,信義區,6300200,2018-07-17,03:00:00,28,短暫陣雨
臺北市,信義區,6300200,2018-07-17,06:00:00,27,晴
臺北市,信義區,6300200,2018-07-17,09:00:00,30,多雲
臺北市,信義區,6300200,2018-07-17,12:00:00,33,多雲
臺北市,信義區,6300200,2018-07-17,15:00:00,32,晴
臺北市,信義區,6300200,2018-07-17,18:00:00,30,晴
臺北市,信義區,6300200,2018-07-17,21:00:00,29,晴
臺北市,信義區,6300200,2018-07-18,00:00:00,28,晴
臺北市,信義區,6300200,2018-07-18,03:00:00,27,晴
臺北市,信義區,6300200,2018-07-18,06:00:00,27,晴
臺北市,信義區,6300200,2018-07-18,09:00:00,30,晴
臺北市,信義區,6300200,2018-07-18,12:00:00,33,晴
臺北市,信義區,6300200,2018-07-18,15:00:00,32,晴
臺北市,信義區,6300200,2018-07-18,18:00:00,30,晴
臺北市,信義區,6300200,2018-07-18,21:00:00,29,晴
臺北市,信義區,6300200,2018-07-19,00:00:00,28,晴
臺北市,信義區,6300200,2018-07-19,03:00:00,27,晴
臺北市,信義區,6300200,2018-07-19,06:00:00,27,晴
臺北市,信義區,6300200,2018-07-19,09:00:00,30,晴
臺北市,中山區,6300400,2018-07-16,12:00:00,33,晴
臺北市,中山區,6300400,2018-07-16,15:00:00,33,晴
臺北市,中山區,6300400,2018-07-16,18:00:00,31,晴
臺北市,中山區,6300400,2018-07-16,21:00:00,30,晴
臺北市,中山區,6300400,2018-07-17,00:00:00,29,晴
臺北市,中山區,6300400,2018-07-17,03:00:00,29,多雲
臺北市,中山區,6300400,2018-07-17,06:00:00,28,晴
臺北市,中山區,6300400,2018-07-17,09:00:00,31,晴
臺北市,中山區,6300400,2018-07-17,12:00:00,34,多雲
臺北市,中山區,6300400,2018-07-17,15:00:00,33,晴
臺北市,中山區,6300400,2018-07-17,18:00:00,31,晴
臺北市,中山區,6300400,2018-07-17,21:00:00,30,晴
臺北市,中山區,6300400,2018-07-18,00:00:00,29,晴
臺北市,中山區,6300400,2018-07-18,03:00:00,28,晴
臺北市,中山區,6300400,2018-07-18,06:00:00,28,晴
臺北市,中山區,6300400,2018-07-18,09:00:00,31,晴
臺北市,中山區,6300400,2018-07-18,12:00:00,34,晴
臺北市,中山區,6300400,2018-07-18,15:00:00,33,晴
臺北市,中山區,6300400,2018-07-18,18:00:00,31,晴
臺北市,中山區,6300400,2018-07-18,21:00:00,30,晴
臺北市,中山區,6300400,2018-07-19,00:00:00,29,晴
臺北市,中山區,6300400,2018-07-19,03:00:00,28,晴
臺北市,中山區,6300400,2018-07-19,06:00:00,28,晴
臺北市,中山區,6300400,2018-07-19,09:00:00,31,晴
臺北市,北投區,6301200,2018-07-16,12:00:00,34,晴
臺北市,北投區,6301200,2018-07-16,15:00:00,33,晴
臺北市,北投區,6301200,2018-07-16,18:00:00,31,晴
臺北市,北投區,6301200,2018-07-16,21:00:00,30,晴
臺北市,北投區,6301200,2018-07-17,00:00:00,29,晴
臺北市,北投區,6301200,2018-07-17,03:00:00,28,短暫陣雨
臺北市,北投區,6301200,2018-07-17,06:00:00,28,晴
臺北市,北投區,6301200,2018-07-17,09:00:00,31,多雲
臺北市,北投區,6301200,2018-07-17,12:00:00,34,多雲
臺北市,北投區,6301200,2018-07-17,15:00:00,33,晴
臺北市,北投區,6301200,2018-07-17,18:00:00,31,晴
臺北市,北投區,6301200,2018-07-17,21:00:00,29,晴
臺北市,北投區,6301200,2018-07-18,00:00:00,28,晴
臺北市,北投區,6301200,2018-07-18,03:00:00,28,晴
臺北市,北投區,6301200,2018-07-18,06:00:00,27,晴
臺北市,北投區,6301200,2018-07-18,09:00:00,31,晴
臺北市,北投區,6301200,2018-07-18,12:00:00,34,晴
臺北市,北投區,6301200,2018-07-18,15:00:00,33,晴
臺北市,北投區,6301200,2018-07-18,18:00:00,31,晴
臺北市,北投區,6301200,2018-07-18,21:00:00,29,晴
臺北市,北投區,6301200,2018-07-19,00:00:00,28,晴
臺北市,北投區,6301200,2018-07-19,03:00:00,27,晴
臺北市,北投區,6301200,2018-07-19,06:00:00,27,晴
臺北市,北投區,6301200,2018-07-19,09:00:00,31,晴
